,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category
1214,Yemen,MENA,Middle East and North Africa,2022,131,4.197,0.691,1.043,0.384,0.33,0.098,0.09,1.561,middle-low
1215,Mauritania,SSA,Sub-Saharan Africa,2022,132,4.153,1.1,0.865,0.45,0.304,0.138,0.088,1.207,middle-low
1216,Jordan,MENA,Middle East and North Africa,2022,133,4.152,1.324,0.724,0.675,0.476,0.2,0.058,0.695,middle-low
1217,Togo,SSA,Sub-Saharan Africa,2022,134,4.112,0.771,0.322,0.36,0.292,0.132,0.174,2.061,middle-low
1218,India,SA,South Asia,2022,135,3.777,1.167,0.376,0.471,0.647,0.123,0.198,0.795,low
1219,Zambia,SSA,Sub-Saharan Africa,2022,136,3.76,0.93,0.577,0.306,0.525,0.083,0.203,1.135,low
1220,Malawi,SSA,Sub-Saharan Africa,2022,137,3.75,0.648,0.279,0.388,0.477,0.157,0.14,1.661,low
1221,Tanzania,SSA,Sub-Saharan Africa,2022,138,3.702,0.848,0.597,0.425,0.578,0.27,0.248,0.735,low
1222,Sierra Leone,SSA,Sub-Saharan Africa,2022,139,3.574,0.686,0.416,0.273,0.387,0.055,0.202,1.556,low
1223,Lesotho,SSA,Sub-Saharan Africa,2022,140,3.512,0.839,0.848,0.0,0.419,0.018,0.076,1.312,low
1224,Botswana,SSA,Sub-Saharan Africa,2022,141,3.471,1.503,0.815,0.28,0.571,0.102,0.012,0.187,low
1225,Rwanda,SSA,Sub-Saharan Africa,2022,142,3.268,0.785,0.133,0.462,0.621,0.544,0.187,0.536,low
1226,Zimbabwe,SSA,Sub-Saharan Africa,2022,143,2.995,0.947,0.69,0.27,0.329,0.105,0.106,0.548,low
1227,Lebanon,MENA,Middle East and North Africa,2022,144,2.955,1.392,0.498,0.631,0.103,0.034,0.082,0.216,low
1228,Afghanistan,SA,South Asia,2022,145,2.404,0.758,0.0,0.289,0.0,0.005,0.089,1.263,low
