,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category,Component 1,Component 2,Component 3,Segment K-means PCA,Segment
754,Sierra Leone,SSA,Sub-Saharan Africa,2019,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252,0,middle-low,2.599231523,0.459146117,-0.621701789,1,low
755,Sri Lanka,SA,South Asia,2019,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244,0,middle-low,-0.062881553,-0.397022842,-1.029835633,2,medium
756,Myanmar,SEA,Southeast Asia,2019,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,0,middle-low,0.21777384,2.658558076,-1.934714674,1,low
757,Chad,SSA,Sub-Saharan Africa,2019,132,4.35,0.35,0.766,0.192,0.174,0.078,0.198,0,middle-low,2.956112245,0.044150405,-0.1875668,1,low
758,Ukraine,CEE,Central and Eastern Europe,2019,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,0,middle-low,0.893100897,-1.495419132,-1.483001572,2,medium
759,Ethiopia,SSA,Sub-Saharan Africa,2019,134,4.286,0.336,1.033,0.532,0.344,0.1,0.209,0,middle-low,1.6019944,0.090895772,-0.515337601,1,low
760,Swaziland,SSA,Sub-Saharan Africa,2019,135,4.212,0.811,1.149,0,0.313,0.135,0.074,0,middle-low,2.043410483,-0.458910674,0.738024908,1,low
761,Uganda,SSA,Sub-Saharan Africa,2019,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,0,middle-low,1.826861444,0.255572376,-0.909926383,1,low
762,Egypt,MENA,Middle East and North Africa,2019,137,4.166,0.913,1.039,0.644,0.241,0.067,0.076,0,middle-low,1.223477741,-1.471886675,0.093367286,2,medium
763,Zambia,SSA,Sub-Saharan Africa,2019,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,0,middle-low,1.418398426,0.418684872,-0.509626847,1,low
764,Togo,SSA,Sub-Saharan Africa,2019,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177,0,middle-low,2.692900411,0.192785243,0.242067221,1,low
765,India,SA,South Asia,2019,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,0,middle-low,1.193894921,0.252025449,0.232593157,1,low
766,Liberia,SSA,Sub-Saharan Africa,2019,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,0,low,2.40503372,0.284873174,-0.808051136,1,low
767,Comoros,SSA,Sub-Saharan Africa,2019,142,3.973,0.274,0.757,0.505,0.142,0.078,0.275,0,low,2.667772627,0.201163378,-0.865539089,1,low
768,Madagascar,SSA,Sub-Saharan Africa,2019,143,3.933,0.274,0.916,0.555,0.148,0.041,0.169,0,low,2.530387181,-0.750593482,-0.710564415,1,low
769,Lesotho,SSA,Sub-Saharan Africa,2019,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,0,low,2.204883252,-0.352457299,0.160272469,1,low
770,Burundi,SSA,Sub-Saharan Africa,2019,145,3.775,0.046,0.447,0.38,0.22,0.18,0.176,0,low,3.196529857,0.687382622,0.692337465,1,low
771,Zimbabwe,SSA,Sub-Saharan Africa,2019,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,0,low,1.950006742,-0.241814198,-0.240170638,1,low
772,Haiti,LAC,Latin America and Caribbean,2019,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,0,low,3.091093529,1.040881144,-1.495646997,1,low
773,Botswana,SSA,Sub-Saharan Africa,2019,148,3.488,1.041,1.145,0.538,0.455,0.1,0.025,0,low,0.915305694,-1.186443963,0.82971445,2,medium
774,Syria,MENA,Middle East and North Africa,2019,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331,0,low,3.21970686,0.710767025,-0.298755405,1,low
775,Malawi,SSA,Sub-Saharan Africa,2019,150,3.41,0.191,0.56,0.495,0.443,0.089,0.218,0,low,2.563175322,0.773113582,0.199985479,1,low
776,Yemen,MENA,Middle East and North Africa,2019,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,0,low,2.589259571,-1.056442319,-0.486837848,1,low
777,Rwanda,SSA,Sub-Saharan Africa,2019,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,0,low,0.959121803,2.169805613,1.640181331,1,low
778,Tanzania,SSA,Sub-Saharan Africa,2019,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276,0,low,1.847159372,0.95534208,-0.220727611,1,low
779,Afghanistan,SA,South Asia,2019,154,3.203,0.35,0.517,0.361,0,0.025,0.158,0,low,3.990628563,-0.776636506,-0.170819613,1,low
780,Central African Republic,SSA,Sub-Saharan Africa,2019,155,3.083,0.026,0,0.105,0.225,0.035,0.235,0,low,4.890729864,0.994202111,0.54779307,1,low
781,South Sudan,SSA,Sub-Saharan Africa,2019,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202,0,low,4.03712791,-0.14521094,-0.137636135,1,low
782,Finland,WE,Western Europe,2020,1,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.477857262,0.159670442,2.762835026,high,-3.937117582,0.95184696,1.297785458,0,high
783,Denmark,WE,Western Europe,2020,2,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.495260328,0.242793396,2.432740688,high,-4.032363058,1.500842243,0.936253043,0,high
784,Switzerland,WE,Western Europe,2020,3,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.407945901,0.269055754,2.35026741,high,-3.846741637,1.122415665,0.373532437,0,high
785,Iceland,WE,Western Europe,2020,4,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.144540772,0.362330228,2.460688114,high,-3.224390447,0.58433244,-1.418426136,0,high
786,Norway,WE,Western Europe,2020,5,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.434100568,0.287985086,2.168266296,high,-3.983840725,1.444156871,0.456479305,0,high
787,Netherlands,WE,Western Europe,2020,6,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.368569762,0.336317569,2.352117062,high,-3.508552165,1.409188607,-0.161815446,0,high
788,Sweden,WE,Western Europe,2020,7,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.442066371,0.272827893,2.246299267,high,-3.67447392,1.460584236,0.610239733,0,high
789,New Zealand,NAANZ,North America and ANZ,2020,8,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.461268276,0.325726211,2.128108025,high,-3.735941809,1.839617607,0.279699827,0,high
790,Austria,WE,Western Europe,2020,9,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2.398446083,high,-3.155640709,0.514377958,-0.12276261,0,high
791,Luxembourg,WE,Western Europe,2020,10,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2.153700352,high,-3.475069402,0.500900546,0.792012329,0,high
792,Canada,NAANZ,North America and ANZ,2020,11,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2.195269108,high,-3.431303272,1.069292045,0.103791846,0,high
793,Australia,NAANZ,North America and ANZ,2020,12,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2.129804134,high,-3.414504974,1.17732229,-0.29361568,0,high
794,United Kingdom,WE,Western Europe,2020,13,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2.236721992,high,-3.006885628,1.271174781,-0.713923187,0,high
795,Israel,MENA,Middle East and North Africa,2020,14,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.09989845,0.266861796,2.713358402,high,-2.083456556,-0.56922855,-1.279962557,2,medium
796,Costa Rica,LAC,Latin America and Caribbean,2020,15,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.096362092,0.131266311,2.953135014,high,-2.121790235,-0.709634834,-0.256829219,2,medium
797,Ireland,WE,Western Europe,2020,16,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.373433262,0.295426995,1.943878174,high,-3.405692543,1.076431823,0.09923905,0,high
798,Germany,WE,Western Europe,2020,17,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.309362292,0.252037704,2.295249462,high,-2.900763607,0.614913964,0.095943158,0,high
799,United States,NAANZ,North America and ANZ,2020,18,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2.344124794,middle-high,-2.240017379,0.194862114,-0.853874436,0,high
800,Czech Republic,CEE,Central and Eastern Europe,2020,19,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.049803223,0.046325929,2.796808243,middle-high,-1.745634703,-1.828575208,-0.109548331,2,medium
801,Belgium,WE,Western Europe,2020,20,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2.348626614,middle-high,-2.363844653,-0.617394684,0.07217969,0,high
802,United Arab Emirates,MENA,Middle East and North Africa,2020,21,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2.166965961,middle-high,-2.403318144,0.782575318,0.006604813,0,high
803,Malta,WE,Western Europe,2020,22,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.178864077,0.341180831,1.952012062,middle-high,-2.659077762,0.698234607,-1.020584436,0,high
804,France,WE,Western Europe,2020,23,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.227303237,0.112607703,2.053198338,middle-high,-2.503045861,-0.79473825,0.231941088,0,high
805,Mexico,LAC,Latin America and Caribbean,2020,24,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083133668,0.083094485,2.662540197,middle-high,-1.236835529,-1.065231153,0.144500195,2,medium
806,Taiwan Province of China,SA,South Asia,2020,25,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.131516352,0.150598705,2.160238743,middle-high,-1.698579901,-0.954803104,-0.231734815,2,medium
807,Uruguay,LAC,Latin America and Caribbean,2020,26,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2.167276382,middle-high,-1.94640486,-0.370582263,0.164262831,2,medium
808,Saudi Arabia,MENA,Middle East and North Africa,2020,27,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.163322315,0.087440684,2.203118801,middle-high,-1.685175496,-0.832742255,0.553169259,2,medium
809,Spain,WE,Western Europe,2020,28,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.109579779,0.16530548,1.997088432,middle-high,-1.869658287,-1.172551459,-0.69337992,2,medium
810,Guatemala,LAC,Latin America and Caribbean,2020,29,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.0983603,0.170611665,2.882723093,middle-high,-0.846176078,-0.05326482,-0.140074178,2,medium
811,Italy,WE,Western Europe,2020,30,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.040145598,0.170266211,2.249505997,middle-high,-1.317379578,-1.610543167,-1.062877077,2,medium
812,Singapore,SEA,Southeast Asia,2020,31,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.533162236,0.218770906,0.937031746,middle-high,-3.853576438,1.322695507,1.38767463,0,high
813,Brazil,LAC,Latin America and Caribbean,2020,32,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2.571860313,middle-high,-1.082326181,-0.824970303,-0.296512626,2,medium
814,Slovenia,CEE,Central and Eastern Europe,2020,33,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,1.888586521,middle-high,-2.072816337,-0.863167072,-0.418570861,2,medium
815,El Salvador,LAC,Latin America and Caribbean,2020,34,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.117030352,0.1189363,2.937191725,middle-high,-0.697594317,-0.499337964,0.106434375,2,medium
816,Kosovo,CEE,Central and Eastern Europe,2020,35,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,2.736902714,middle-high,-0.566031165,0.333551289,-1.4302318,2,medium
817,Panama,LAC,Latin America and Caribbean,2020,36,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.054230526,0.097207308,2.221176147,middle-high,-1.498066636,-1.236156926,-0.237171607,2,medium
818,Slovakia,CEE,Central and Eastern Europe,2020,37,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.011291441,0.116729774,2.256422043,middle-high,-1.14081736,-1.715936116,-0.77368521,2,medium
819,Uzbekistan,CIS,Commonwealth of Independent States,2020,38,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2.073346615,middle-high,-1.776181516,1.940321362,-0.636475971,0,high
820,Chile,LAC,Latin America and Caribbean,2020,39,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2.283012867,middle-high,-1.097687023,-1.174538755,-0.67526441,2,medium
821,Bahrain,MENA,Middle East and North Africa,2020,40,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,1.751917362,middle-high,-1.857367018,0.29015077,-0.689560397,0,high
822,Lithuania,CEE,Central and Eastern Europe,2020,41,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2.238146067,middle-high,-1.154320654,-1.738064965,-0.081700737,2,medium
823,Trinidad and Tobago,LAC,Latin America and Caribbean,2020,42,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.015078396,0.199358255,2.190695763,middle-high,-1.031913563,-0.709538468,-0.879424208,2,medium
824,Poland,CEE,Central and Eastern Europe,2020,43,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.063374244,2.056797981,middle-high,-1.624508661,-0.98500383,0.54738768,2,medium
825,Colombia,LAC,Latin America and Caribbean,2020,44,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2.421656609,middle-high,-0.94471,-1.244888164,-0.289213101,2,medium
826,Cyprus,WE,Western Europe,2020,45,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.051207144,0.227932334,2.032334805,middle-high,-1.333326983,-0.753506821,-0.848198286,2,medium
827,Nicaragua,LAC,Latin America and Caribbean,2020,46,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,2.496081114,middle-high,-0.975852117,0.337200405,-0.348535977,2,medium
828,Romania,CEE,Central and Eastern Europe,2020,47,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.000829569,0.068181619,2.412749767,middle-high,-0.816393964,-1.550121494,-0.054614567,2,medium
829,Kuwait,MENA,Middle East and North Africa,2020,48,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,1.840167999,middle-high,-1.539912292,-0.746198603,0.23832245,2,medium
830,Mauritius,SSA,Sub-Saharan Africa,2020,49,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.084088229,0.186894551,2.006720543,middle-high,-1.331188851,-0.429807006,-0.528247851,2,medium
831,Kazakhstan,CIS,Commonwealth of Independent States,2020,50,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.110463686,0.153713793,2.021602631,middle-high,-1.148406428,-0.722519733,-0.374977807,2,medium
832,Estonia,CEE,Central and Eastern Europe,2020,51,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.125136748,1.629928112,middle-high,-1.870189106,-0.472657394,0.255581322,2,medium
833,Philippines,SEA,Southeast Asia,2020,52,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.130385727,0.129260212,2.501741886,middle-high,-0.667259421,-0.098144228,0.236600982,2,medium
834,Hungary,CEE,Central and Eastern Europe,2020,53,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.027548173,0.070491239,2.121845722,middle-high,-0.83288706,-1.940096282,-0.469480432,2,medium
835,Thailand,SEA,Southeast Asia,2020,54,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.031837862,0.376709014,1.832384109,middle-high,-1.21131036,0.560865105,-1.756416323,2,medium
836,Argentina,LAC,Latin America and Caribbean,2020,55,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2.072540998,middle-high,-1.09211155,-1.433860834,-0.139180431,2,medium
837,Honduras,LAC,Latin America and Caribbean,2020,56,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,2.464295387,middle-high,-0.570478528,0.308566371,-0.853780678,2,medium
838,Latvia,CEE,Central and Eastern Europe,2020,57,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2.121283054,middle-high,-0.752743422,-1.708860514,-0.263587058,2,medium
839,Ecuador,LAC,Latin America and Caribbean,2020,58,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.086753383,0.115006477,2.254933834,middle-high,-0.855801611,-0.763922075,-0.064552365,2,medium
840,Portugal,WE,Western Europe,2020,59,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.027733466,0.053036947,1.752558708,middle-high,-1.478289325,-1.693257185,-0.070815543,2,medium
841,Jamaica,LAC,Latin America and Caribbean,2020,60,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.030147785,0.116268493,2.214436531,middle-high,-0.744194844,-1.067748407,-0.605919865,2,medium
842,South Korea,EA,East Asia,2020,61,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,1.946757078,middle-high,-0.842094292,-1.343707308,-0.567133083,2,medium
843,Japan,EA,East Asia,2020,62,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.181439638,0.03571178,1.486200333,middle-high,-1.890464434,-1.440435117,0.596254469,2,medium
844,Peru,LAC,Latin America and Caribbean,2020,63,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,2.213499546,middle-high,-0.56772601,-1.274337686,-0.211618539,2,medium
845,Serbia,CEE,Central and Eastern Europe,2020,64,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,2.029040098,middle-high,-0.617044951,-1.157158167,-0.691510127,2,medium
846,Bolivia,LAC,Latin America and Caribbean,2020,65,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2.425928593,middle-high,-0.249407692,-0.362502966,-0.047950921,2,medium
847,Pakistan,SA,South Asia,2020,66,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.122592121,0.228705063,2.976876736,middle-high,0.789834559,0.457918782,-0.086305332,1,low
848,Paraguay,LAC,Latin America and Caribbean,2020,67,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.065077379,0.204299241,1.83412528,middle-high,-0.836032302,-0.282925981,-0.723425024,2,medium
849,Dominican Republic,LAC,Latin America and Caribbean,2020,68,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.115945682,0.112196781,1.844246864,middle-high,-0.920855429,-0.679646928,0.072518858,2,medium
850,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2020,69,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2.16724205,middle-high,-0.024146615,-0.796025935,-1.550448397,2,medium
851,Moldova,CEE,Central and Eastern Europe,2020,70,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.014378744,0.174049184,2.370968342,middle-high,0.183299568,-0.921279756,-0.952785467,2,medium
852,Tajikistan,CIS,Commonwealth of Independent States,2020,71,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,2.25650835,middle-high,-0.297206331,0.512869872,0.095876915,2,medium
853,Montenegro,CEE,Central and Eastern Europe,2020,72,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.098435111,0.14901033,1.880565882,middle-high,-0.370805458,-1.164798711,-0.534332039,2,medium
854,Russia,CIS,Commonwealth of Independent States,2020,73,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.045699362,0.099041916,1.815716743,middle-high,-0.393774767,-1.483574559,-0.375144734,2,medium
855,Kyrgyzstan,CIS,Commonwealth of Independent States,2020,74,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2.060206652,middle-high,-0.259035228,0.467558853,-1.465863793,2,medium
856,Belarus,CIS,Commonwealth of Independent States,2020,75,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,1.8069911,middle-high,-0.544447091,-1.131379206,0.097061562,2,medium
857,North Cyprus,WE,Western Europe,2020,76,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199802905,0.199160054,1.23668766,middle-high,-1.500956629,-0.229147051,-0.001273357,2,medium
858,Greece,WE,Western Europe,2020,77,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.048844352,0,2.016179085,middle-high,-0.139652013,-2.689451178,-0.034097367,2,medium
859,Hong Kong,EA,East Asia,2020,78,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.332485437,0.288280904,0.673293114,middle-high,-2.265796342,0.642161819,0.016072759,0,high
860,Croatia,CEE,Central and Eastern Europe,2020,79,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.012325006,0.113998979,1.676029205,middle-high,-0.569103271,-1.727531156,-0.69088971,2,medium
861,Libya,MENA,Middle East and North Africa,2020,80,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,1.888563156,middle-low,-0.380585589,-0.292543918,0.307000428,2,medium
862,Mongolia,EA,East Asia,2020,81,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.046533126,0.263885736,1.810527563,middle-low,-0.074416492,-0.471875958,-1.503319968,2,medium
863,Malaysia,SEA,Southeast Asia,2020,82,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.062163133,0.274886161,1.319420815,middle-low,-0.893595619,0.117991495,-0.728115695,2,medium
864,Vietnam,SEA,Southeast Asia,2020,83,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,1.685977936,middle-low,-0.700487183,-0.33833959,-0.103719576,2,medium
865,Indonesia,SEA,Southeast Asia,2020,84,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.038278613,0.542646527,1.479573488,middle-low,-0.202607392,1.873639704,-2.317500212,2,medium
866,Ivory Coast,SSA,Sub-Saharan Africa,2020,85,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.093495794,0.169915587,3.081022501,middle-low,1.866370026,0.341427988,0.381681032,1,low
867,Benin,SSA,Sub-Saharan Africa,2020,86,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,3.440809727,middle-low,2.141295516,0.913624447,0.85352824,1,low
